,iob_tagged_data,intent,sentence,hindi,Tagged_Sentences
4123,what:O flights:O are:O available:O friday:B-depart_date.day_name afternoon:B-depart_time.period_of_day from:O pittsburgh:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name,atis_flight,what flights are available friday afternoon from pittsburgh to san francisco,पिट्सबर्ग से सैन फ्रांसिस्को के लिए शुक्रवार दोपहर को कौन सी उड़ानें उपलब्ध हैं,पिट्सबर्ग:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O शुक्रवार:B-depart_date.day_name दोपहर:B-depart_time.period_of_day को:O कौन:O सी:B-fare_basis_code उड़ानें:O उपलब्ध:O हैं:O
4124,give:O me:O the:O cheapest:B-cost_relative one:B-round_trip way:I-round_trip flights:O between:O boston:B-fromloc.city_name and:O philadelphia:B-toloc.city_name which:O arrive:O after:B-arrive_time.time_relative noon:B-arrive_time.time on:O a:O tuesday:B-arrive_date.day_name,atis_flight,give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday,मुझे बोस्टन और फिलाडेल्फिया के बीच सबसे सस्ती एकतरफ़ा उड़ानें बताएं जो मंगलवार को दोपहर के बाद पहुंचेंगी,मुझे:O बोस्टन:B-fromloc.city_name और:O फिलाडेल्फिया:O के:O बीच:O सबसे:O सस्ती:O एकतरफ़ा:O उड़ानें:O बताएं:O जो:O मंगलवार:B-depart_date.day_name को:O दोपहर:B-depart_time.period_of_day के:O बाद:B-depart_time.time_relative पहुंचेंगी:O
4125,show:O flights:O from:O atlanta:B-fromloc.city_name to:O baltimore:B-toloc.city_name,atis_flight,show flights from atlanta to baltimore,अटलांटा से बाल्टीमोर तक उड़ानें दिखाएं,अटलांटा:B-toloc.city_name से:O बाल्टीमोर:B-fromloc.city_name तक:O उड़ानें:O दिखाएं:O
4126,i:O would:O like:O a:O flight:O from:O boston:B-fromloc.city_name to:O atlanta:B-toloc.city_name,atis_flight,i would like a flight from boston to atlanta,मुझे बोस्टन से अटलांटा के लिए उड़ान चाहिए,मुझे:O बोस्टन:B-fromloc.city_name से:O अटलांटा:B-toloc.city_name के:O लिए:O उड़ान:O चाहिए:O
4127,ground:O transportation:O atl:B-airport_code to:O atlanta:B-toloc.city_name,atis_ground_service,ground transportation atl to atlanta,अटलांटा के लिए ग्राउंड ट्रांसपोर्टेशन एटीएल,अटलांटा:B-toloc.city_name के:O लिए:O ग्राउंड:O ट्रांसपोर्टेशन:O एटीएल:B-toloc.airport_code
4128,what:O are:O the:O flights:O available:O in:O the:O morning:B-depart_time.period_of_day between:O denver:B-fromloc.city_name and:O san:B-toloc.city_name francisco:I-toloc.city_name,atis_flight,what are the flights available in the morning between denver and san francisco,डेनवर और सैन फ्रांसिस्को के बीच सुबह में कौन सी उड़ानें उपलब्ध हैं?,डेनवर:B-toloc.city_name और:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O बीच:O सुबह:B-depart_time.period_of_day में:O कौन:O सी:B-fare_basis_code उड़ानें:O उपलब्ध:O हैं?:O
4129,i:O would:O like:O to:O book:O a:O flight:O that:O goes:O from:O memphis:B-fromloc.city_name to:O las:B-toloc.city_name vegas:I-toloc.city_name,atis_flight,i would like to book a flight that goes from memphis to las vegas,मैं मेम्फिस से लास वेगास तक जाने वाली उड़ान बुक करना चाहूंगा,मैं:O मेम्फिस:B-fromloc.city_name से:O लास:B-toloc.city_name वेगास:I-toloc.city_name तक:O जाने:O वाली:O उड़ान:O बुक:O करना:O चाहूंगा:O
4130,please:O show:O me:O all:O airlines:O with:O sunday:B-depart_date.day_name flights:O from:O philadelphia:B-fromloc.city_name to:O denver:B-toloc.city_name,atis_airline,please show me all airlines with sunday flights from philadelphia to denver,कृपया मुझे फिलाडेल्फिया से डेनवर के लिए रविवार की उड़ानों वाली सभी एयरलाइंस दिखाएं,कृपया:O मुझे:O फिलाडेल्फिया:O से:O डेनवर:B-toloc.city_name के:O लिए:O रविवार:B-depart_date.day_name की:O उड़ानों:O वाली:O सभी:O एयरलाइंस:I-airline_name दिखाएं:O
4131,please:O give:O me:O all:O flights:O from:O long:B-fromloc.city_name beach:I-fromloc.city_name to:O memphis:B-toloc.city_name,atis_flight,please give me all flights from long beach to memphis,कृपया मुझे लॉन्ग बीच से मेम्फिस तक की सभी उड़ानें प्रदान करें,कृपया:O मुझे:O लॉन्ग:O बीच:O से:O मेम्फिस:B-fromloc.city_name तक:O की:O सभी:O उड़ानें:O प्रदान:O करें:O
4132,what:O does:O ewr:B-airport_code mean:O,atis_abbreviation,what does ewr mean,ewr का क्या मतलब है,ewr:O का:O क्या:O मतलब:O है:O
4133,list:O the:O flights:O from:O indianapolis:B-fromloc.city_name to:O houston:B-toloc.city_name,atis_flight,list the flights from indianapolis to houston,इंडियानापोलिस से ह्यूस्टन तक की उड़ानें सूचीबद्ध करें,इंडियानापोलिस:B-toloc.city_name से:O ह्यूस्टन:B-toloc.city_name तक:O की:O उड़ानें:O सूचीबद्ध:O करें:O
4134,show:O ground:O transportation:O for:O pittsburgh:B-city_name,atis_ground_service,show ground transportation for pittsburgh,पिट्सबर्ग के लिए जमीनी परिवहन दिखाएं,पिट्सबर्ग:B-fromloc.city_name के:O लिए:O जमीनी:O परिवहन:O दिखाएं:O
4135,show:O me:O all:O flights:O from:O philadelphia:B-fromloc.city_name to:O atlanta:B-toloc.city_name that:O leave:O after:B-depart_time.time_relative 5:B-depart_time.time pm:I-depart_time.time on:O wednesday:B-depart_date.day_name,atis_flight,show me all flights from philadelphia to atlanta that leave after 5 pm on wednesday,मुझे फ़िलाडेल्फ़िया से अटलांटा के लिए बुधवार शाम 5 बजे के बाद रवाना होने वाली सभी उड़ानें दिखाएँ,मुझे:O फ़िलाडेल्फ़िया:B-fromloc.city_name से:O अटलांटा:B-toloc.city_name के:O लिए:O बुधवार:B-depart_date.day_name शाम:B-depart_time.period_of_day 5:B-arrive_time.time बजे:I-depart_time.time के:O बाद:B-depart_time.time_relative रवाना:O होने:O वाली:O सभी:O उड़ानें:O दिखाएँ:O
4136,then:O list:O the:O flights:O from:O atlanta:B-fromloc.city_name to:O philadelphia:B-toloc.city_name early:B-depart_time.period_mod wednesday:B-depart_date.day_name morning:B-depart_time.period_of_day nonstop:B-flight_stop,atis_flight,then list the flights from atlanta to philadelphia early wednesday morning nonstop,फिर बुधवार की सुबह बिना रुके अटलांटा से फिलाडेल्फिया के लिए उड़ानें सूचीबद्ध करें,फिर:O बुधवार:B-depart_date.day_name की:O सुबह:B-depart_time.period_of_day बिना:O रुके:O अटलांटा:B-toloc.city_name से:O फिलाडेल्फिया:O के:O लिए:O उड़ानें:O सूचीबद्ध:O करें:O
