BOS मैं बाल्टीमोर से डलास तक की राउंड ट्रिप के लिए उड़ान भरना चाहता हूं EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip atis_flight
BOS मुझे बोस्टन से सैन फ्रांसिस्को या ओकलैंड जाने वाली सीधी और कनेक्ट करने वाली सभी उड़ानें दिखाएं जो दोपहर 2 बजे से पहले आती हैं EOS\t	O O O O O O O O O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O B-fromloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time atis_flight
BOS शाम 6 बजे के बाद बोस्टन से सैन फ्रांसिस्को जाने वाली उड़ानें खोजें EOS\t	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_flight
BOS सात नवंबर को बोस्टन से डलास फोर्ट तक एक तरफ का किराया क्या है? EOS\t	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-round_trip I-round_trip O B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS ग्यारह नवंबर को बोस्टन से वाशिंगटन डीसी के लिए सभी उड़ानें EOS\t	O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.month_name B-depart_date.day_number atis_flight
BOS मैं बुधवार को पिट्सबर्ग से बोस्टन के लिए एक उड़ान ढूंढना चाहता हूं और मुझे एक दिन बोस्टन पहुंचना है इसलिए मैं यहां से सुबह 11 बजे से पहले उड़ान चाहता हूं EOS\t	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time O O O O O O O O B-depart_time.time_relative I-depart_time.time_relative I-depart_time.time_relative O O atis_flight
BOS मुझे बाल्टीमोर से ओकलैंड के लिए नवीनतम डिनर उड़ान दिखाओ EOS\t	O O O B-flight_mod B-meal_description O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS मुझे सोमवार को पिट्सबर्ग से सैन फ्रांसिस्को के लिए उड़ानें दिखाएं EOS\t	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name atis_flight
BOS यूए का मतलब क्या है? EOS\t	O O B-airline_code O O atis_abbreviation
BOS सैन फ्रांसिस्को से पिट्सबर्ग के लिए उड़ान जानकारी EOS\t	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_flight
BOS मुझे बोस्टन से डेनवर आने वाली सभी उड़ानें दिखाओ EOS\t	O O O O O O B-toloc.city_name O B-fromloc.city_name atis_flight
BOS नेवार्क से बोस्टन तक उड़ानें EOS\t	O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS मुझे टोरंटो से सभी उड़ानें दिखाओ EOS\t	O O O O O B-fromloc.city_name atis_flight
BOS मुझे बाल्टीमोर से फिलाडेल्फिया तक की उड़ानें दिखाओ EOS\t	O O O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS डीएल 746 की कीमत कितनी है? EOS\t	O O O B-airline_code B-flight_number O atis_airfare
BOS मुझे सैन फ्रांसिस्को से बोस्टन तक की उड़ानें दिखाओ EOS\t	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_flight
BOS यूनाइटेड की कौन सी उड़ानें ला गार्डिया से सैन जोस के लिए प्रस्थान करती हैं और रात 10 बजे के आसपास पहुंचती हैं EOS\t	O O O B-airline_name O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time atis_flight
BOS एमसीओ कहां है EOS\t	O O B-airport_code atis_city
BOS रविवार को डेनवर से शिकागो के लिए महाद्वीपीय सभी उड़ानों की सूची बनाएं जो रात 9:34 बजे के बाद प्रस्थान करती हैं EOS\t	O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_flight
BOS कृपया मुझे छब्बीस सितंबर की उड़ानें दिखाएँ EOS\t	O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O atis_flight
BOS कृपया सेंट से गुरुवार सुबह की उड़ानों की सूची बनाएं।  EOS\t	O O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_flight
BOS मुझे साल्ट लेक सिटी से सेंट तक की उड़ानों के बारे में बताएं।  EOS\t	O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_flight
BOS मैं अटलांटा से वाशिंगटन डीसी तक की उड़ानों के बारे में जानकारी चाहता हूं, मैं बुधवार शाम 4 बजे के बाद या गुरुवार को सुबह 9 बजे से पहले निकलना चाहता हूं EOS\t	O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name B-or B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name atis_flight
BOS शाम 5 बजे के बाद नेवार्क से बोस्टन के लिए कौन सी उड़ानें जाती हैं? EOS\t	O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_flight
BOS मैं पिट्सबर्ग से अटलांटा के लिए उड़ान की व्यवस्था करना चाहूंगा EOS\t	O O O O O O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS कृपया अमेरिकी एयरलाइंस पर डलास से ह्यूस्टन के लिए रविवार की उड़ानों की सूची बनाएं EOS\t	O O O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name atis_flight
BOS डलास से बाल्टीमोर तक आपकी कौन सी उड़ानें हैं? EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS बोस्टन में कौन सा जमीनी परिवहन उपलब्ध है? EOS\t	O O O O O O B-city_name atis_ground_service
